id,model,make,barrels08,city08,cityCD,cityE,feScore,fuelCost08,fuelType,fuelType1,fuelType2
1,Spider Veloce 2000,Alfa Romeo,15.7,19.0,0.0,0.0,Unknown,1900.0,Regular,Regular Gasoline,Unknown
10,Testarossa,Ferrari,29.96,9.0,0.0,0.0,Unknown,3650.0,Regular,Regular Gasoline,Unknown
100,Charger,Dodge,12.21,23.0,0.0,0.0,Unknown,1500.0,Regular,Regular Gasoline,Unknown
1000,B150/B250 Wagon 2WD,Dodge,29.96,10.0,0.0,0.0,Unknown,3650.0,Regular,Regular Gasoline,Unknown
10000,Legacy AWD Turbo,Subaru,17.35,17.0,0.0,0.0,Unknown,2500.0,Premium,Premium Gasoline,Unknown
10001,Loyale,Subaru,14.98,21.0,0.0,0.0,Unknown,1850.0,Regular,Regular Gasoline,Unknown
10002,Loyale,Subaru,13.18,22.0,0.0,0.0,Unknown,1600.0,Regular,Regular Gasoline,Unknown
10003,Corolla,Toyota,13.73,23.0,0.0,0.0,Unknown,1700.0,Regular,Regular Gasoline,Unknown
10004,Corolla,Toyota,12.68,23.0,0.0,0.0,Unknown,1550.0,Regular,Regular Gasoline,Unknown
10005,Corolla,Toyota,13.18,23.0,0.0,0.0,Unknown,1600.0,Regular,Regular Gasoline,Unknown
10006,Corolla,Toyota,12.68,23.0,0.0,0.0,Unknown,1550.0,Regular,Regular Gasoline,Unknown
10007,Golf III / GTI,Volkswagen,15.7,18.0,0.0,0.0,Unknown,1900.0,Regular,Regular Gasoline,Unknown
10008,Golf III / GTI,Volkswagen,13.73,21.0,0.0,0.0,Unknown,1700.0,Regular,Regular Gasoline,Unknown
10009,Jetta III,Volkswagen,15.7,18.0,0.0,0.0,Unknown,1900.0,Regular,Regular Gasoline,Unknown
1001,B150/B250 Wagon 2WD,Dodge,25.35,12.0,0.0,0.0,Unknown,3100.0,Regular,Regular Gasoline,Unknown
10010,Jetta III,Volkswagen,14.33,20.0,0.0,0.0,Unknown,1750.0,Regular,Regular Gasoline,Unknown
10011,240,Volvo,16.48,18.0,0.0,0.0,Unknown,2000.0,Regular,Regular Gasoline,Unknown
10012,240,Volvo,15.7,19.0,0.0,0.0,Unknown,1900.0,Regular,Regular Gasoline,Unknown
10013,100,Audi,17.35,17.0,0.0,0.0,Unknown,2500.0,Premium,Premium Gasoline,Unknown
10014,100,Audi,17.35,17.0,0.0,0.0,Unknown,2500.0,Premium,Premium Gasoline,Unknown
10015,740i,BMW,20.6,14.0,0.0,0.0,Unknown,3000.0,Premium,Premium Gasoline,Unknown
10016,740il,BMW,20.6,14.0,0.0,0.0,Unknown,3000.0,Premium,Premium Gasoline,Unknown
10017,750il,BMW,25.35,11.0,0.0,0.0,Unknown,3100.0,Regular,Regular Gasoline,Unknown
10018,Century,Buick,14.33,21.0,0.0,0.0,Unknown,1750.0,Regular,Regular Gasoline,Unknown
10019,Century,Buick,17.35,17.0,0.0,0.0,Unknown,2100.0,Regular,Regular Gasoline,Unknown
1002,B150/B250 Wagon 2WD,Dodge,25.35,11.0,0.0,0.0,Unknown,3100.0,Regular,Regular Gasoline,Unknown
10020,Century,Buick,15.7,18.0,0.0,0.0,Unknown,1900.0,Regular,Regular Gasoline,Unknown
10021,Regal,Buick,16.48,17.0,0.0,0.0,Unknown,2000.0,Regular,Regular Gasoline,Unknown
10022,Regal,Buick,16.48,17.0,0.0,0.0,Unknown,2000.0,Regular,Regular Gasoline,Unknown
10023,Regal,Buick,16.48,17.0,0.0,0.0,Unknown,2000.0,Regular,Regular Gasoline,Unknown
10024,Riviera,Buick,16.48,17.0,0.0,0.0,Unknown,2000.0,Regular,Regular Gasoline,Unknown
10025,Eldorado,Cadillac,18.31,15.0,0.0,0.0,Unknown,2650.0,Premium,Premium Gasoline,Unknown
10026,Eldorado,Cadillac,19.39,15.0,0.0,0.0,Unknown,2800.0,Premium,Premium Gasoline,Unknown
10027,Seville,Cadillac,18.31,15.0,0.0,0.0,Unknown,2650.0,Premium,Premium Gasoline,Unknown
10028,Seville,Cadillac,19.39,15.0,0.0,0.0,Unknown,2800.0,Premium,Premium Gasoline,Unknown
10029,Lumina,Chevrolet,15.7,18.0,0.0,0.0,Unknown,1900.0,Regular,Regular Gasoline,Unknown
1003,B150/B250 Wagon 2WD,Dodge,25.35,11.0,0.0,0.0,Unknown,3100.0,Regular,Regular Gasoline,Unknown
10030,Lumina,Chevrolet,16.48,17.0,0.0,0.0,Unknown,2000.0,Regular,Regular Gasoline,Unknown
10031,Lumina,Chevrolet,16.48,17.0,0.0,0.0,Unknown,2000.0,Regular,Regular Gasoline,Unknown
10032,Lumina,Chevrolet,18.31,15.0,0.0,0.0,Unknown,2250.0,Regular,Regular Gasoline,Unknown
10033,Lumina,Chevrolet,18.31,15.0,0.0,0.0,Unknown,2250.0,Regular,Regular Gasoline,Unknown
10034,New Yorker,Chrysler,16.48,18.0,0.0,0.0,Unknown,2000.0,Regular,Regular Gasoline,Unknown
10035,XM v6,CX Automotive,21.97,13.0,0.0,0.0,Unknown,3200.0,Premium,Premium Gasoline,Unknown
10036,XM v6a,CX Automotive,21.97,13.0,0.0,0.0,Unknown,3200.0,Premium,Premium Gasoline,Unknown
10037,Maxima,Nissan,17.35,17.0,0.0,0.0,Unknown,2500.0,Premium,Premium Gasoline,Unknown
10038,Maxima,Nissan,17.35,17.0,0.0,0.0,Unknown,2500.0,Premium,Premium Gasoline,Unknown
10039,Maxima,Nissan,16.48,18.0,0.0,0.0,Unknown,2400.0,Premium,Premium Gasoline,Unknown
1004,B150/B250 Wagon 2WD,Dodge,32.96,9.0,0.0,0.0,Unknown,4000.0,Regular,Regular Gasoline,Unknown
10040,Dynasty,Dodge,15.7,18.0,0.0,0.0,Unknown,1900.0,Regular,Regular Gasoline,Unknown
10041,Dynasty,Dodge,15.7,18.0,0.0,0.0,Unknown,1900.0,Regular,Regular Gasoline,Unknown
10042,Dynasty,Dodge,16.48,18.0,0.0,0.0,Unknown,2000.0,Regular,Regular Gasoline,Unknown
10043,Spirit,Dodge,15.7,19.0,0.0,0.0,Unknown,1900.0,Regular,Regular Gasoline,Unknown
10044,Spirit,Dodge,14.33,21.0,0.0,0.0,Unknown,1750.0,Regular,Regular Gasoline,Unknown
10045,Spirit,Dodge,13.18,22.0,0.0,0.0,Unknown,1600.0,Regular,Regular Gasoline,Unknown
10046,Spirit,Dodge,16.48,18.0,0.0,0.0,Unknown,2000.0,Regular,Regular Gasoline,Unknown
10047,Spirit,Dodge,15.7,18.0,0.0,0.0,Unknown,1900.0,Regular,Regular Gasoline,Unknown
10048,Taurus,Ford,15.7,18.0,0.0,0.0,Unknown,1900.0,Regular,Regular Gasoline,Unknown
10049,Taurus SHO,Ford,17.35,16.0,0.0,0.0,Unknown,2500.0,Premium,Premium Gasoline,Unknown
1005,B350 Wagon 2WD,Dodge,32.96,10.0,0.0,0.0,Unknown,4000.0,Regular,Regular Gasoline,Unknown
10050,Taurus,Ford,16.48,17.0,0.0,0.0,Unknown,2000.0,Regular,Regular Gasoline,Unknown
10051,Thunderbird,Ford,16.48,17.0,0.0,0.0,Unknown,2000.0,Regular,Regular Gasoline,Unknown
10052,Thunderbird,Ford,19.39,15.0,0.0,0.0,Unknown,2800.0,Premium,Premium Gasoline,Unknown
10053,Thunderbird,Ford,18.31,15.0,0.0,0.0,Unknown,2650.0,Premium,Premium Gasoline,Unknown
10054,Thunderbird,Ford,18.31,15.0,0.0,0.0,Unknown,2250.0,Regular,Regular Gasoline,Unknown
10055,Sonata,Hyundai,16.48,18.0,0.0,0.0,Unknown,2000.0,Regular,Regular Gasoline,Unknown
10056,Sonata,Hyundai,16.48,18.0,0.0,0.0,Unknown,2000.0,Regular,Regular Gasoline,Unknown
10057,Sonata,Hyundai,18.31,16.0,0.0,0.0,Unknown,2250.0,Regular,Regular Gasoline,Unknown
10058,Q45,Infiniti,19.39,15.0,0.0,0.0,Unknown,2800.0,Premium,Premium Gasoline,Unknown
10059,Q45 Full-Active Suspension,Infiniti,21.97,14.0,0.0,0.0,Unknown,3200.0,Premium,Premium Gasoline,Unknown
1006,B350 Wagon 2WD,Dodge,32.96,10.0,0.0,0.0,Unknown,4000.0,Regular,Regular Gasoline,Unknown
10060,LS 400,Lexus,18.31,16.0,0.0,0.0,Unknown,2650.0,Premium,Premium Gasoline,Unknown
10061,Cougar,Mercury,17.35,17.0,0.0,0.0,Unknown,2100.0,Regular,Regular Gasoline,Unknown
10062,Cougar,Mercury,18.31,15.0,0.0,0.0,Unknown,2250.0,Regular,Regular Gasoline,Unknown
10063,Sable,Mercury,15.7,18.0,0.0,0.0,Unknown,1900.0,Regular,Regular Gasoline,Unknown
10064,Sable,Mercury,16.48,17.0,0.0,0.0,Unknown,2000.0,Regular,Regular Gasoline,Unknown
10065,626,Mazda,14.33,21.0,0.0,0.0,Unknown,1750.0,Regular,Regular Gasoline,Unknown
10066,626,Mazda,12.68,23.0,0.0,0.0,Unknown,1550.0,Regular,Regular Gasoline,Unknown
10067,626,Mazda,17.35,17.0,0.0,0.0,Unknown,2500.0,Premium,Premium Gasoline,Unknown
10068,626,Mazda,16.48,18.0,0.0,0.0,Unknown,2400.0,Premium,Premium Gasoline,Unknown
10069,929,Mazda,17.35,17.0,0.0,0.0,Unknown,2500.0,Premium,Premium Gasoline,Unknown
1007,B350 Wagon 2WD,Dodge,32.96,9.0,0.0,0.0,Unknown,4000.0,Regular,Regular Gasoline,Unknown
10070,Cutlass Ciera,Oldsmobile,14.33,21.0,0.0,0.0,Unknown,1750.0,Regular,Regular Gasoline,Unknown
10071,Cutlass Ciera,Oldsmobile,17.35,17.0,0.0,0.0,Unknown,2100.0,Regular,Regular Gasoline,Unknown
10072,Cutlass Ciera,Oldsmobile,15.7,18.0,0.0,0.0,Unknown,1900.0,Regular,Regular Gasoline,Unknown
10073,Cutlass Supreme,Oldsmobile,16.48,17.0,0.0,0.0,Unknown,2000.0,Regular,Regular Gasoline,Unknown
10074,Cutlass Supreme,Oldsmobile,16.48,17.0,0.0,0.0,Unknown,2000.0,Regular,Regular Gasoline,Unknown
10075,Cutlass Supreme,Oldsmobile,18.31,15.0,0.0,0.0,Unknown,2250.0,Regular,Regular Gasoline,Unknown
10076,Cutlass Supreme,Oldsmobile,18.31,15.0,0.0,0.0,Unknown,2250.0,Regular,Regular Gasoline,Unknown
10077,Toronado,Oldsmobile,16.48,17.0,0.0,0.0,Unknown,2000.0,Regular,Regular Gasoline,Unknown
10078,Acclaim,Plymouth,15.7,19.0,0.0,0.0,Unknown,1900.0,Regular,Regular Gasoline,Unknown
10079,Acclaim,Plymouth,14.33,21.0,0.0,0.0,Unknown,1750.0,Regular,Regular Gasoline,Unknown
1008,E150 Club Wagon,Ford,25.35,12.0,0.0,0.0,Unknown,3100.0,Regular,Regular Gasoline,Unknown
10080,Acclaim,Plymouth,13.18,22.0,0.0,0.0,Unknown,1600.0,Regular,Regular Gasoline,Unknown
10081,Acclaim,Plymouth,16.48,18.0,0.0,0.0,Unknown,2000.0,Regular,Regular Gasoline,Unknown
10082,Acclaim,Plymouth,15.7,18.0,0.0,0.0,Unknown,1900.0,Regular,Regular Gasoline,Unknown
10083,Grand Prix,Pontiac,16.48,17.0,0.0,0.0,Unknown,2000.0,Regular,Regular Gasoline,Unknown
10084,Grand Prix,Pontiac,16.48,17.0,0.0,0.0,Unknown,2000.0,Regular,Regular Gasoline,Unknown
10085,Grand Prix,Pontiac,18.31,15.0,0.0,0.0,Unknown,2250.0,Regular,Regular Gasoline,Unknown
10086,Grand Prix,Pontiac,18.31,15.0,0.0,0.0,Unknown,2250.0,Regular,Regular Gasoline,Unknown
10087,Brooklands/Brklnds L,Rolls-Royce,29.96,9.0,0.0,0.0,Unknown,4350.0,Premium,Premium Gasoline,Unknown
10088,Turbo R/Turbo R(lwb),Rolls-Royce,29.96,10.0,0.0,0.0,Unknown,4350.0,Premium,Premium Gasoline,Unknown
10089,Silver Spirit II/Silver Spur,Rolls-Royce,29.96,9.0,0.0,0.0,Unknown,4350.0,Premium,Premium Gasoline,Unknown
1009,E150 Club Wagon,Ford,23.54,13.0,0.0,0.0,Unknown,2850.0,Regular,Regular Gasoline,Unknown
10090,Camry,Toyota,15.7,18.0,0.0,0.0,Unknown,1900.0,Regular,Regular Gasoline,Unknown
10091,Camry,Toyota,14.98,19.0,0.0,0.0,Unknown,1850.0,Regular,Regular Gasoline,Unknown
10092,Camry,Toyota,17.35,16.0,0.0,0.0,Unknown,2100.0,Regular,Regular Gasoline,Unknown
10093,Camry,Toyota,18.31,16.0,0.0,0.0,Unknown,2250.0,Regular,Regular Gasoline,Unknown
10094,Passat,Volkswagen,15.7,18.0,0.0,0.0,Unknown,1900.0,Regular,Regular Gasoline,Unknown
10095,Passat,Volkswagen,14.98,18.0,0.0,0.0,Unknown,1850.0,Regular,Regular Gasoline,Unknown
10096,Passat,Volkswagen,18.31,15.0,0.0,0.0,Unknown,2250.0,Regular,Regular Gasoline,Unknown
10097,Passat,Volkswagen,16.48,17.0,0.0,0.0,Unknown,2000.0,Regular,Regular Gasoline,Unknown
10098,850,Volvo,15.7,18.0,0.0,0.0,Unknown,1900.0,Regular,Regular Gasoline,Unknown
10099,850,Volvo,15.7,18.0,0.0,0.0,Unknown,1900.0,Regular,Regular Gasoline,Unknown
101,Charger,Dodge,15.7,18.0,0.0,0.0,Unknown,2300.0,Premium,Premium Gasoline,Unknown
1010,E150 Club Wagon,Ford,20.6,15.0,0.0,0.0,Unknown,2500.0,Regular,Regular Gasoline,Unknown
10100,940,Volvo,17.35,17.0,0.0,0.0,Unknown,2100.0,Regular,Regular Gasoline,Unknown
10101,940,Volvo,16.48,17.0,0.0,0.0,Unknown,2000.0,Regular,Regular Gasoline,Unknown
10102,960,Volvo,18.31,15.0,0.0,0.0,Unknown,2250.0,Regular,Regular Gasoline,Unknown
10103,LeSabre,Buick,16.48,17.0,0.0,0.0,Unknown,2000.0,Regular,Regular Gasoline,Unknown
10104,Park Avenue,Buick,18.31,15.0,0.0,0.0,Unknown,2650.0,Premium,Premium Gasoline,Unknown
10105,Park Avenue,Buick,16.48,17.0,0.0,0.0,Unknown,2000.0,Regular,Regular Gasoline,Unknown
10106,Roadmaster,Buick,19.39,15.0,0.0,0.0,Unknown,2350.0,Regular,Regular Gasoline,Unknown
10107,DeVille/60 Special,Cadillac,19.39,15.0,0.0,0.0,Unknown,2800.0,Premium,Premium Gasoline,Unknown
10108,Fleetwood,Cadillac,19.39,15.0,0.0,0.0,Unknown,2350.0,Regular,Regular Gasoline,Unknown
10109,Caprice,Chevrolet,17.35,16.0,0.0,0.0,Unknown,2100.0,Regular,Regular Gasoline,Unknown
1011,E150 Club Wagon,Ford,27.47,11.0,0.0,0.0,Unknown,3350.0,Regular,Regular Gasoline,Unknown
10110,Caprice,Chevrolet,18.31,15.0,0.0,0.0,Unknown,2250.0,Regular,Regular Gasoline,Unknown
10111,Caprice,Chevrolet,19.39,15.0,0.0,0.0,Unknown,2350.0,Regular,Regular Gasoline,Unknown
10112,Concorde,Chrysler,15.7,18.0,0.0,0.0,Unknown,1900.0,Regular,Regular Gasoline,Unknown
10113,Concorde,Chrysler,17.35,16.0,0.0,0.0,Unknown,2100.0,Regular,Regular Gasoline,Unknown
10114,Fifth Avenue/Imperial,Chrysler,16.48,18.0,0.0,0.0,Unknown,2000.0,Regular,Regular Gasoline,Unknown
10115,Fifth Avenue/Imperial,Chrysler,17.35,17.0,0.0,0.0,Unknown,2100.0,Regular,Regular Gasoline,Unknown
10116,Intrepid,Dodge,15.7,18.0,0.0,0.0,Unknown,1900.0,Regular,Regular Gasoline,Unknown
10117,Intrepid,Dodge,17.35,16.0,0.0,0.0,Unknown,2100.0,Regular,Regular Gasoline,Unknown
10118,Vision,Eagle,15.7,18.0,0.0,0.0,Unknown,1900.0,Regular,Regular Gasoline,Unknown
10119,Vision,Eagle,17.35,16.0,0.0,0.0,Unknown,2100.0,Regular,Regular Gasoline,Unknown
1012,E150 Club Wagon,Ford,29.96,10.0,0.0,0.0,Unknown,3650.0,Regular,Regular Gasoline,Unknown
10120,LTD Crown Victoria,Ford,17.35,16.0,0.0,0.0,Unknown,2100.0,Regular,Regular Gasoline,Unknown
10121,Continental,Lincoln,18.31,15.0,0.0,0.0,Unknown,2250.0,Regular,Regular Gasoline,Unknown
10122,Grand Marquis,Mercury,17.35,16.0,0.0,0.0,Unknown,2100.0,Regular,Regular Gasoline,Unknown
10123,Town Car,Lincoln,17.35,16.0,0.0,0.0,Unknown,2100.0,Regular,Regular Gasoline,Unknown
10124,300SD,Mercedes-Benz,20.12,18.0,0.0,0.0,Unknown,2200.0,Diesel,Diesel,Unknown
10125,300SE,Mercedes-Benz,21.97,14.0,0.0,0.0,Unknown,3200.0,Premium,Premium Gasoline,Unknown
10126,400SEL,Mercedes-Benz,23.54,13.0,0.0,0.0,Unknown,3400.0,Premium,Premium Gasoline,Unknown
10127,500SEL,Mercedes-Benz,25.35,12.0,0.0,0.0,Unknown,3700.0,Premium,Premium Gasoline,Unknown
10128,Eighty-Eight,Oldsmobile,16.48,17.0,0.0,0.0,Unknown,2000.0,Regular,Regular Gasoline,Unknown
10129,Ninety-Eight,Oldsmobile,16.48,17.0,0.0,0.0,Unknown,2000.0,Regular,Regular Gasoline,Unknown
1013,G15/25 Rally 2WD,GMC,21.97,14.0,0.0,0.0,Unknown,2700.0,Regular,Regular Gasoline,Unknown
10130,Ninety-Eight,Oldsmobile,18.31,15.0,0.0,0.0,Unknown,2650.0,Premium,Premium Gasoline,Unknown
10131,Bonneville,Pontiac,18.31,15.0,0.0,0.0,Unknown,2650.0,Premium,Premium Gasoline,Unknown
10132,Bonneville,Pontiac,16.48,17.0,0.0,0.0,Unknown,2000.0,Regular,Regular Gasoline,Unknown
10133,Silver Spur II Mpw Touring L,Rolls-Royce,29.96,9.0,0.0,0.0,Unknown,4350.0,Premium,Premium Gasoline,Unknown
10134,9000,Saab,18.31,15.0,0.0,0.0,Unknown,2250.0,Regular,Regular Gasoline,Unknown
10135,9000,Saab,18.31,16.0,0.0,0.0,Unknown,2250.0,Regular,Regular Gasoline,Unknown
10136,9000,Saab,17.35,17.0,0.0,0.0,Unknown,2100.0,Regular,Regular Gasoline,Unknown
10137,9000,Saab,16.48,17.0,0.0,0.0,Unknown,2000.0,Regular,Regular Gasoline,Unknown
10138,100 quattro Wagon,Audi,18.31,16.0,0.0,0.0,Unknown,2650.0,Premium,Premium Gasoline,Unknown
10139,525i Touring,BMW,17.35,16.0,0.0,0.0,Unknown,2500.0,Premium,Premium Gasoline,Unknown
1014,G15/25 Rally 2WD,GMC,20.6,15.0,0.0,0.0,Unknown,2500.0,Regular,Regular Gasoline,Unknown
10140,Cavalier Wagon,Chevrolet,14.33,21.0,0.0,0.0,Unknown,1750.0,Regular,Regular Gasoline,Unknown
10141,Cavalier Wagon,Chevrolet,15.7,18.0,0.0,0.0,Unknown,1900.0,Regular,Regular Gasoline,Unknown
10142,XM v6 Break,CX Automotive,21.97,13.0,0.0,0.0,Unknown,3200.0,Premium,Premium Gasoline,Unknown
10143,Escort Wagon,Ford,13.18,22.0,0.0,0.0,Unknown,1600.0,Regular,Regular Gasoline,Unknown
10144,Escort Wagon,Ford,11.77,25.0,0.0,0.0,Unknown,1450.0,Regular,Regular Gasoline,Unknown
10145,Accord Wagon,Honda,15.7,18.0,0.0,0.0,Unknown,1900.0,Regular,Regular Gasoline,Unknown
10146,Accord Wagon,Honda,14.98,20.0,0.0,0.0,Unknown,1850.0,Regular,Regular Gasoline,Unknown
10147,Tracer Wagon,Mercury,13.18,22.0,0.0,0.0,Unknown,1600.0,Regular,Regular Gasoline,Unknown
10148,Tracer Wagon,Mercury,11.77,25.0,0.0,0.0,Unknown,1450.0,Regular,Regular Gasoline,Unknown
10149,SW,Saturn,12.68,22.0,0.0,0.0,Unknown,1550.0,Regular,Regular Gasoline,Unknown
1015,G15/25 Rally 2WD,GMC,21.97,14.0,0.0,0.0,Unknown,2700.0,Regular,Regular Gasoline,Unknown
10150,SW,Saturn,13.73,21.0,0.0,0.0,Unknown,1700.0,Regular,Regular Gasoline,Unknown
10151,SW,Saturn,11.77,24.0,0.0,0.0,Unknown,1450.0,Regular,Regular Gasoline,Unknown
10152,SW,Saturn,13.18,21.0,0.0,0.0,Unknown,1600.0,Regular,Regular Gasoline,Unknown
10153,Legacy Wagon,Subaru,14.98,19.0,0.0,0.0,Unknown,1850.0,Regular,Regular Gasoline,Unknown
10154,Legacy Wagon,Subaru,14.33,20.0,0.0,0.0,Unknown,1750.0,Regular,Regular Gasoline,Unknown
10155,Legacy Wagon AWD,Subaru,15.7,18.0,0.0,0.0,Unknown,1900.0,Regular,Regular Gasoline,Unknown
10156,Legacy Wagon AWD,Subaru,15.7,18.0,0.0,0.0,Unknown,1900.0,Regular,Regular Gasoline,Unknown
10157,Legacy Wagon AWD Turbo,Subaru,18.31,16.0,0.0,0.0,Unknown,2650.0,Premium,Premium Gasoline,Unknown
10158,Loyale Wagon,Subaru,14.98,21.0,0.0,0.0,Unknown,1850.0,Regular,Regular Gasoline,Unknown
10159,Loyale Wagon,Subaru,13.73,22.0,0.0,0.0,Unknown,1700.0,Regular,Regular Gasoline,Unknown
1016,G15/25 Rally 2WD,GMC,27.47,11.0,0.0,0.0,Unknown,3350.0,Regular,Regular Gasoline,Unknown
10160,Corolla Wagon,Toyota,13.18,23.0,0.0,0.0,Unknown,1600.0,Regular,Regular Gasoline,Unknown
10161,Corolla Wagon,Toyota,12.68,23.0,0.0,0.0,Unknown,1550.0,Regular,Regular Gasoline,Unknown
10162,Century Wagon,Buick,15.7,18.0,0.0,0.0,Unknown,1900.0,Regular,Regular Gasoline,Unknown
10163,Century Wagon,Buick,17.35,17.0,0.0,0.0,Unknown,2100.0,Regular,Regular Gasoline,Unknown
10164,Century Wagon,Buick,15.7,18.0,0.0,0.0,Unknown,1900.0,Regular,Regular Gasoline,Unknown
10165,Summit Wagon,Eagle,16.48,18.0,0.0,0.0,Unknown,2000.0,Regular,Regular Gasoline,Unknown
10166,Summit Wagon,Eagle,14.33,21.0,0.0,0.0,Unknown,1750.0,Regular,Regular Gasoline,Unknown
10167,Summit Wagon,Eagle,15.7,19.0,0.0,0.0,Unknown,1900.0,Regular,Regular Gasoline,Unknown
10168,Summit Wagon,Eagle,14.33,21.0,0.0,0.0,Unknown,1750.0,Regular,Regular Gasoline,Unknown
10169,Summit Wagon,Eagle,17.35,17.0,0.0,0.0,Unknown,2100.0,Regular,Regular Gasoline,Unknown
1017,G15/25 Rally 2WD,GMC,23.54,12.0,0.0,0.0,Unknown,2850.0,Regular,Regular Gasoline,Unknown
10170,Summit Wagon,Eagle,16.48,18.0,0.0,0.0,Unknown,2000.0,Regular,Regular Gasoline,Unknown
10171,Summit Wagon,Eagle,17.35,17.0,0.0,0.0,Unknown,2100.0,Regular,Regular Gasoline,Unknown
10172,Summit Wagon,Eagle,15.7,19.0,0.0,0.0,Unknown,1900.0,Regular,Regular Gasoline,Unknown
10173,Taurus Wagon,Ford,15.7,18.0,0.0,0.0,Unknown,1900.0,Regular,Regular Gasoline,Unknown
10174,Taurus Wagon,Ford,16.48,17.0,0.0,0.0,Unknown,2000.0,Regular,Regular Gasoline,Unknown
10175,Sable Wagon,Mercury,15.7,18.0,0.0,0.0,Unknown,1900.0,Regular,Regular Gasoline,Unknown
10176,Sable Wagon,Mercury,16.48,17.0,0.0,0.0,Unknown,2000.0,Regular,Regular Gasoline,Unknown
10177,Expo,Mitsubishi,17.35,17.0,0.0,0.0,Unknown,2100.0,Regular,Regular Gasoline,Unknown
10178,Expo,Mitsubishi,16.48,18.0,0.0,0.0,Unknown,2000.0,Regular,Regular Gasoline,Unknown
10179,Expo,Mitsubishi,17.35,17.0,0.0,0.0,Unknown,2100.0,Regular,Regular Gasoline,Unknown
1018,G15/25 Rally 2WD,GMC,25.35,11.0,0.0,0.0,Unknown,3100.0,Regular,Regular Gasoline,Unknown
10180,Expo,Mitsubishi,15.7,19.0,0.0,0.0,Unknown,1900.0,Regular,Regular Gasoline,Unknown
10181,Expo.LRV,Mitsubishi,14.33,21.0,0.0,0.0,Unknown,1750.0,Regular,Regular Gasoline,Unknown
10182,Expo.LRV,Mitsubishi,16.48,18.0,0.0,0.0,Unknown,2000.0,Regular,Regular Gasoline,Unknown
10183,Expo.LRV,Mitsubishi,14.33,21.0,0.0,0.0,Unknown,1750.0,Regular,Regular Gasoline,Unknown
10184,Expo.LRV,Mitsubishi,15.7,19.0,0.0,0.0,Unknown,1900.0,Regular,Regular Gasoline,Unknown
10185,Expo.LRV,Mitsubishi,16.48,18.0,0.0,0.0,Unknown,2000.0,Regular,Regular Gasoline,Unknown
10186,Expo.LRV,Mitsubishi,17.35,17.0,0.0,0.0,Unknown,2100.0,Regular,Regular Gasoline,Unknown
10187,Expo.LRV,Mitsubishi,15.7,19.0,0.0,0.0,Unknown,1900.0,Regular,Regular Gasoline,Unknown
10188,Expo.LRV,Mitsubishi,17.35,17.0,0.0,0.0,Unknown,2100.0,Regular,Regular Gasoline,Unknown
10189,Cutlass Cruiser,Oldsmobile,15.7,18.0,0.0,0.0,Unknown,1900.0,Regular,Regular Gasoline,Unknown
1019,G15/25 Rally 2WD,GMC,21.23,15.0,0.0,0.0,Unknown,2300.0,Diesel,Diesel,Unknown
10190,Cutlass Cruiser,Oldsmobile,17.35,17.0,0.0,0.0,Unknown,2100.0,Regular,Regular Gasoline,Unknown
10191,Cutlass Cruiser,Oldsmobile,15.7,18.0,0.0,0.0,Unknown,1900.0,Regular,Regular Gasoline,Unknown
10192,Diamante Wagon,Mitsubishi,17.35,17.0,0.0,0.0,Unknown,2500.0,Premium,Premium Gasoline,Unknown
10193,Colt Vista,Plymouth,14.33,21.0,0.0,0.0,Unknown,1750.0,Regular,Regular Gasoline,Unknown
10194,Colt Vista,Plymouth,16.48,18.0,0.0,0.0,Unknown,2000.0,Regular,Regular Gasoline,Unknown
10195,Colt Vista,Plymouth,14.33,21.0,0.0,0.0,Unknown,1750.0,Regular,Regular Gasoline,Unknown
10196,Colt Vista,Plymouth,15.7,19.0,0.0,0.0,Unknown,1900.0,Regular,Regular Gasoline,Unknown
10197,Colt Vista,Plymouth,17.35,17.0,0.0,0.0,Unknown,2100.0,Regular,Regular Gasoline,Unknown
10198,Colt Vista,Plymouth,16.48,18.0,0.0,0.0,Unknown,2000.0,Regular,Regular Gasoline,Unknown
10199,Colt Vista,Plymouth,17.35,17.0,0.0,0.0,Unknown,2100.0,Regular,Regular Gasoline,Unknown
102,Charger,Dodge,16.48,17.0,0.0,0.0,Unknown,2400.0,Premium,Premium Gasoline,Unknown
1020,G15/25 Rally 2WD,GMC,22.48,16.0,0.0,0.0,Unknown,2450.0,Diesel,Diesel,Unknown
10200,Colt Vista,Plymouth,15.7,19.0,0.0,0.0,Unknown,1900.0,Regular,Regular Gasoline,Unknown
10201,Camry Wagon,Toyota,15.7,18.0,0.0,0.0,Unknown,1900.0,Regular,Regular Gasoline,Unknown
10202,Camry Wagon,Toyota,17.35,16.0,0.0,0.0,Unknown,2100.0,Regular,Regular Gasoline,Unknown
10203,Passat Wagon,Volkswagen,15.7,18.0,0.0,0.0,Unknown,1900.0,Regular,Regular Gasoline,Unknown
10204,Passat Wagon,Volkswagen,14.98,18.0,0.0,0.0,Unknown,1850.0,Regular,Regular Gasoline,Unknown
10205,Passat Wagon,Volkswagen,18.31,15.0,0.0,0.0,Unknown,2250.0,Regular,Regular Gasoline,Unknown
10206,Passat Wagon,Volkswagen,16.48,17.0,0.0,0.0,Unknown,2000.0,Regular,Regular Gasoline,Unknown
